station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DEHH047,DEHH047,Hamburg Bramfeld,19980401,,53.63074,+053.37.50,10.110595,+010.6.38,31,background,suburban,suburban,unknown,DE012A
DEHH049,DEHH049,Hamburg Blankenese-Baursberg,19981221,,53.568124,+053.34.5,9.786234,+09.47.10,75,background,suburban,suburban,unknown,DE012A
DEHH050,DEHH050,Hamburg Neugraben,19980701,,53.480927,+053.28.51,9.857223,+09.51.26,3,background,suburban,suburban,unknown,DE012A
DEHH057,DEHH057,Hamburg Marckmannstr.,19951001,,53.534663,+053.32.4,10.048428,+010.2.54,42,background,suburban,suburban,unknown,DE012A
DEHH059,DEHH059,Hamburg Wilhelmsburg,20000428,,53.50793,+053.30.28,9.990569,+09.59.26,3,background,urban,urban,unknown,DE012A
DEHH064,DEHH064,Hamburg Kieler Straße,20010601,,53.564399,+053.33.51,9.94458,+09.56.40,16,traffic,urban,urban,unknown,DE012A
DEHH068,DEHH068,Hamburg Habichtstraße,20020101,,53.592301,+053.35.32,10.053859,+010.3.13,12,traffic,urban,urban,unknown,DE012A
DEHH070,DEHH070,Hamburg Max-Brauer-Allee II (Straße),20020301,,53.555668,+053.33.20,9.943012,+09.56.34,25,traffic,urban,urban,unknown,DE012A
DEHH072,DEHH072,Hamburg Finkenwerder West,20040301,,53.535958,+053.32.9,9.84408,+09.50.38,0,industrial,urban,urban,unknown,DE012A
DEHH073,DEHH073,Hamburg Finkenwerder Airbus,20040201,,53.532075,+053.31.55,9.832702,+09.49.57,5,industrial,rural,rural,unknown,DE012A
DEHH074,DEHH074,Hamburg Billstedt,20040616,,53.538531,+053.32.18,10.102823,+010.6.10,18,background,urban,urban,unknown,DE012A
DEHH079,DEHH079,Hamburg Altona Elbhang,20111208,,53.545269,+053.32.42,9.944815,+09.56.41,25,background,urban,urban,unknown,DE012A
DEMV003,DEMV003,Neubrandenburg,19920101,,53.559784,+053.33.35,13.26644,+013.15.59,15,traffic,urban,urban,unknown,DE018A
DEMV004,DEMV004,Gülzow,19920101,,53.817775,+053.49.3,12.064708,+012.3.52,17,background,rural,rural,unknown,DE018A
DEMV007,DEMV007,Rostock-Stuthof,19930101,,54.161555,+054.9.41,12.174105,+012.10.26,5,background,suburban,suburban,unknown,DE018A
DEMV012,DEMV012,Löcknitz,19940115,,53.520456,+053.31.13,14.257407,+014.15.26,17,background,rural,rural,unknown,DE018A
DEMV017,DEMV017,Göhlen,19980201,,53.302352,+053.18.8,11.362965,+011.21.46,25,background,rural,rural,unknown,DE018A
DEMV019,DEMV019,Güstrow,20040101,,53.78175,+053.46.54,12.175512,+012.10.31,17,background,urban,urban,unknown,DE018A
DEMV020,DEMV020,Rostock Am Strande,20060101,,54.092278,+054.5.32,12.141994,+012.8.31,1,traffic,urban,urban,unknown,DE018A
DEMV021,DEMV021,Rostock-Warnemünde,20060501,,54.17133,+054.10.16,12.080003,+012.4.48,2,background,urban,urban,unknown,DE018A
DEMV022,DEMV022,Rostock-Holbeinplatz,20080125,,54.09262,+054.5.33,12.099553,+012.5.58,9,traffic,urban,urban,unknown,DE018A
DEMV023,DEMV023,Schwerin-Obotritenring,20080405,,53.631805,+053.37.54,11.398332,+011.23.53,58,traffic,urban,urban,unknown,DE018A
DEMV024,DEMV024,Leizen,20100616,,53.396348,+053.23.46,12.463929,+012.27.50,116,background,rural,rural,unknown,DE018A
DEMV025,DEMV025,Stralsund-Knieperdamm,20111001,,54.31923,+054.19.9,13.08101,+013.4.51,8,traffic,urban,urban,unknown,DE018A
DEMV026,DEMV026,Garz,20130101,,54.323514,+054.19.24,13.342138,+013.20.31,17,background,rural,rural,unknown,DE018A
DEMV027,DEMV027,Wolgast-Oberwallstraße,20140101,,54.053175,+054.3.11,13.779314,+013.46.45,6,traffic,urban,urban,unknown,DE018A
DEMV028,DEMV028,Wismar,20140501,,53.900767,+053.54.2,11.4769,+011.28.36,5,background,urban,urban,unknown,DE018A
DEMV029,DEMV029,Dep_Sandhof,20140221,,53.675,+053.40.29,12.059,+012.3.32,,background,rural,rural background,remote,DE018A
DEMV030,DEMV030,Dep_TorgelowRothemuehl,20140221,,53.639,+053.38.20,13.942,+013.56.31,,background,rural,rural background,remote,DE018A
DENI011,DENI011,Braunschweig,19780101,,52.22694,+052.13.36,10.47364,+010.28.25,98,background,suburban,suburban,unknown,DE010A
DENI016,DENI016,Oker/Harlingerode,19800501,,51.90158,+051.54.5,10.48132,+010.28.52,208,background,suburban,suburban,unknown,DE010A
DENI020,DENI020,Wolfsburg,19880201,,52.44081,+052.26.26,10.81638,+010.48.58,66,background,suburban,suburban,unknown,DE010A
DENI028,DENI028,Eichsfeld,19861009,,51.50758,+051.30.27,10.23854,+010.14.18,185,background,suburban,suburban,unknown,DE010A
DENI029,DENI029,Ostfriesland,19820401,,53.36235,+053.21.44,7.20726,+07.12.26,1,background,suburban,suburban,unknown,DE010A
DENI031,DENI031,Jadebusen,19840601,,53.59617,+053.35.46,8.09059,+08.5.26,2,background,rural,rural,unknown,DE010A
DENI038,DENI038,Osnabrück,19881001,,52.25534,+052.15.19,8.05286,+08.3.10,95,background,urban,urban,unknown,DE010A
DENI041,DENI041,Weserbergland,19881001,,52.17017,+052.10.12,9.06255,+09.3.45,54,background,suburban,suburban,unknown,DE010A
DENI042,DENI042,Göttingen,19870910,,51.55107,+051.33.3,9.94976,+09.56.59,170,background,suburban,suburban,unknown,DE010A
DENI043,DENI043,Emsland,19881001,,52.49855,+052.29.54,7.31747,+07.19.2,30,background,suburban,suburban,unknown,DE010A
DENI048,DENI048,Hannover Verkehr,19890701,,52.3595,+052.21.34,9.71577,+09.42.56,66,traffic,urban,urban,unknown,DE010A
DENI051,DENI051,Wurmberg,19910606,,51.75816,+051.45.29,10.61248,+010.36.44,939,background,rural,rural,unknown,DE010A
DENI052,DENI052,Allertal,19910404,,52.82943,+052.49.45,9.62295,+09.37.22,38,background,suburban,suburban,unknown,DE010A
DENI053,DENI053,Südoldenburg,19910403,,52.99796,+052.59.52,7.94257,+07.56.33,17,industrial,suburban,suburban,unknown,DE010A
DENI054,DENI054,Hannover,19780101,,52.36292,+052.21.46,9.70612,+09.42.22,85,background,urban,urban,unknown,DE010A
DENI058,DENI058,Ostfries. Inseln,19960201,,53.7153,+053.42.55,7.21398,+07.12.50,5,background,rural,rural,unknown,DE010A
DENI059,DENI059,Elbmündung,19980320,,53.83017,+053.49.48,8.80122,+08.48.4,3,background,rural,rural,unknown,DE010A
DENI060,DENI060,Wendland,19980401,,52.95702,+052.57.25,11.16705,+011.10.1,16,background,rural,rural,unknown,DE010A
DENI062,DENI062,Lüneburger Heide,19990401,,53.24696,+053.14.49,10.4565,+010.27.23,47,background,suburban,suburban,unknown,DE010A
DENI063,DENI063,Altes Land,19990211,,53.52418,+053.31.27,9.68503,+09.41.6,3,background,rural,rural,unknown,DE010A
DENI067,DENI067,Osnabrück-Verkehr,20050701,,52.2703,+052.16.13,8.04147,+08.2.29,69,traffic,urban,urban,unknown,DE010A
DENI068,DENI068,Göttingen-Verkehr,20051201,,51.5302,+051.31.48,9.92833,+09.55.41,150,traffic,urban,urban,unknown,DE010A
DENI069,DENI069,Nordenham/Blexer Sande,20060101,,53.509182,+053.30.33,8.499933,+08.29.59,2,industrial,suburban,suburban,unknown,DE010A
DENI070,DENI070,Salzgitter-Drütte,20070816,,52.15369,+052.9.13,10.45591,+010.27.21,93,industrial,rural,rural,unknown,DE010A
DENI071,DENI071,Barbis-Verkehr,20070101,,51.61365,+051.36.49,10.42275,+010.25.21,273,traffic,suburban,suburban,unknown,DE010A
DENI075,DENI075,Braunschweig-Verkehr,20080130,,52.26673,+052.16.0,10.54055,+010.32.25,81,traffic,urban,urban,unknown,DE010A
DENI077,DENI077,Solling-Süd,20100101,,51.70884,+051.42.31,9.55462,+09.33.16,295,background,rural,rural,unknown,DE010A
DENI079,DENI079,Dep_Dörenberg,19821216,,52.180279,+052.10.49,8.036967,+08.2.13,290,background,rural,rural,unknown,DE010A
DENI080,DENI080,Dep_Trillenberg,19830502,,52.506859,+052.30.24,7.837277,+07.50.14,120,background,rural,rural,unknown,DE010A
DENI081,DENI081,Dep_Kreuzberg,19830502,,52.628439,+052.37.42,7.709996,+07.42.35,70,background,rural,rural,unknown,DE010A
DENI082,DENI082,Dep_Lingen-Baccum,19830725,,52.477898,+052.28.40,7.392347,+07.23.32,44,background,rural,rural,unknown,DE010A
DENI083,DENI083,Dep_Bad_Bentheim,19830107,,52.273583,+052.16.24,7.2,+07.12.0,37,background,rural,rural,unknown,DE010A
DENI084,DENI084,Dep_Neuenhaus-Itterbeck,19830502,,52.511356,+052.30.40,6.820837,+06.49.15,65,background,rural,rural,unknown,DE010A
DENI085,DENI085,Dep_Edewecht,19830517,,53.118217,+053.7.5,8.117716,+08.7.3,11,background,rural,rural,unknown,DE010A
DENI086,DENI086,Dep_Hude-Hasbruch,19830816,,53.071824,+053.4.18,8.479727,+08.28.47,20,background,rural,rural,unknown,DE010A
DENI087,DENI087,Dep_Ovelgönne-Colmar,19830816,,53.344434,+053.20.39,8.365308,+08.21.55,0,background,rural,rural,unknown,DE010A
DENI088,DENI088,Dep_Friedeburg,19830816,,53.434545,+053.26.4,7.81024,+07.48.36,6,background,rural,rural,unknown,DE010A
DENI089,DENI089,Dep_Emden-Knock,19830818,,53.337188,+053.20.13,7.027746,+07.1.39,3,background,rural,rural,unknown,DE010A
DENI090,DENI090,Dep_Bückeberge,19840704,,52.265908,+052.15.57,9.198002,+09.11.52,338,background,rural,rural,unknown,DE010A
DENI091,DENI091,Dep_Schwaförden,19840704,,52.73896,+052.44.20,8.878121,+08.52.41,50,background,rural,rural,unknown,DE010A
DENI092,DENI092,Dep_Brockel,19840704,,53.071715,+053.4.18,9.5435,+09.32.36,30,background,rural,rural,unknown,DE010A
DENI093,DENI093,Dep_Osterholz-Scharmbeck,19840704,,53.354976,+053.21.17,8.824717,+08.49.28,25,background,rural,rural,unknown,DE010A
DENI094,DENI094,Dep_Stade-Mulsum,19840712,,53.528187,+053.31.41,9.280358,+09.16.49,10,background,rural,rural,unknown,DE010A
DENI095,DENI095,Dep_Drangstedt,19840712,,53.623387,+053.37.24,8.701191,+08.42.4,12,background,rural,rural,unknown,DE010A
DENI096,DENI096,Dep_Stuvenwald,19840715,,53.384508,+053.23.4,9.837691,+09.50.15,105,background,rural,rural,unknown,DE010A
DENI097,DENI097,Dep_Scharnebeck,19840715,,53.299087,+053.17.56,10.508316,+010.30.29,9,background,rural,rural,unknown,DE010A
DENI098,DENI098,Dep_Siemen,19840715,,53.009983,+053.0.35,11.177671,+011.10.39,15,background,rural,rural,unknown,DE010A
DENI099,DENI099,Dep_Knesebeck,19840715,,52.681036,+052.40.51,10.72181,+010.43.18,75,background,rural,rural,unknown,DE010A
DENI100,DENI100,Dep_Unterlüß,19840716,,52.82825,+052.49.41,10.307802,+010.18.28,112,background,rural,rural,unknown,DE010A
DENI101,DENI101,Dep_Berkhof,19840716,,52.607951,+052.36.28,9.774955,+09.46.29,38,background,rural,rural,unknown,DE010A
DENI102,DENI102,Dep_Norderney,19840903,,53.70642,+053.42.23,7.226028,+07.13.33,3,background,rural,rural,unknown,DE010A
DENI103,DENI103,Dep_Holzminden-Schießhaus,19841022,,51.82159,+051.49.17,9.581073,+09.34.51,415,background,rural,rural,unknown,DE010A
DENI104,DENI104,Dep_Hann.-Münden-Hemeln,19841022,,51.485558,+051.29.8,9.644263,+09.38.39,370,background,rural,rural,unknown,DE010A
DENI105,DENI105,Dep_Northeim-Westerhof,19841022,,51.740485,+051.44.25,10.097775,+010.5.51,220,background,rural,rural,unknown,DE010A
DENI106,DENI106,Dep_Riefensbeek,19841022,,51.771548,+051.46.17,10.447151,+010.26.49,760,background,rural,rural,unknown,DE010A
DENI107,DENI107,Dep_Seesen-Hohestein,19841023,,51.911642,+051.54.41,10.240008,+010.14.24,530,background,rural,rural,unknown,DE010A
DENI108,DENI108,Dep_Diekholzen-Petze,19841023,,52.079788,+052.4.47,9.918056,+09.55.5,175,background,rural,rural,unknown,DE010A
DENI109,DENI109,Dep_Königslutter,19850130,,52.227535,+052.13.39,10.787045,+010.47.13,270,background,rural,rural,unknown,DE010A
DENI110,DENI110,Dep_Buer-Ostenwalde,19840727,,52.250873,+052.15.3,8.346898,+08.20.48,200,background,rural,rural,unknown,DE010A
DENI111,DENI111,Dep_Goldenstedt,19901001,,52.738419,+052.44.18,8.474818,+08.28.29,30,background,rural,rural,unknown,DE010A
DENI112,DENI112,Dep_Börßum,19860626,,52.045196,+052.2.42,10.585186,+010.35.6,86,background,rural,rural,unknown,DE010A
DENI113,DENI113,Dep_Drütte,19960930,,52.161557,+052.9.41,10.440733,+010.26.26,94,background,urban,urban,unknown,DE010A
DENI114,DENI114,Dep_Ehmen,19960930,,52.379925,+052.22.47,10.676771,+010.40.36,89,background,urban,urban,unknown,DE010A
DENI115,DENI115,Dep_Hornburg,19990325,,52.019878,+052.1.11,10.629147,+010.37.44,121,background,rural,rural,unknown,DE010A
DENI116,DENI116,Dep_Achim-Uesen,19990701,,53.024413,+053.1.27,9.072853,+09.4.22,22,background,rural,rural,unknown,DE010A
DENI117,DENI117,Dep_Bühren,19951201,,52.629854,+052.37.47,9.146626,+09.8.47,25,background,urban,urban,unknown,DE010A
DENI118,DENI118,Dep_Soltau-Tetendorf,19960109,,52.972076,+052.58.19,9.835047,+09.50.6,64,background,urban,urban,unknown,DE010A
DENI119,DENI119,Dep_Lüder,19951229,,52.793022,+052.47.34,10.649449,+010.38.58,71,background,rural,rural,unknown,DE010A
DENI120,DENI120,Dep_Gröhnheimer_Feld,19971218,,52.885176,+052.53.6,7.869897,+07.52.11,36,background,rural,rural,unknown,DE010A
DENI121,DENI121,Dep_Breddewarden,19951122,,53.578643,+053.34.43,8.047772,+08.2.51,1,background,urban,urban,unknown,DE010A
DENI122,DENI122,Dep_Teufelsmoor,19921215,,53.231927,+053.13.54,8.864154,+08.51.50,1,background,rural,rural,unknown,DE010A
DENI123,DENI123,Dep_Vinnhorst,19960322,,52.421239,+052.25.16,9.689799,+09.41.23,53,background,urban,urban,unknown,DE010A
DENI124,DENI124,Dep_Markhausen,19970505,,52.948065,+052.56.53,7.86826,+07.52.5,20,industrial,rural,rural,unknown,DE010A
DENI125,DENI125,Dep_Dinklage,19990324,,52.680541,+052.40.49,8.111769,+08.6.42,26,industrial,rural,rural,unknown,DE010A
DENI126,DENI126,Dep_Nordenham,19960102,,53.524523,+053.31.28,8.498901,+08.29.56,2,background,urban,urban,unknown,DE010A
DENI127,DENI127,Dep_Kirchdorf,19990729,,52.590192,+052.35.24,8.827965,+08.49.40,52,background,rural,rural,unknown,DE010A
DENI128,DENI128,Dep_Stütensen,19951229,,53.00266,+053.0.9,10.797695,+010.47.51,74,background,rural,rural,unknown,DE010A
DENI129,DENI129,Dep_Schladen,19941230,,52.027809,+052.1.40,10.541469,+010.32.29,96,background,urban,urban,unknown,DE010A
DENI130,DENI130,Dep_Baltrum,19960103,,53.727057,+053.43.37,7.393307,+07.23.35,6,background,rural,rural,unknown,DE010A
DENI131,DENI131,Dep_Handeloh,19960109,,53.238146,+053.14.17,9.822696,+09.49.21,54,background,rural,rural,unknown,DE010A
DENI132,DENI132,Dep_Oldershausen,19970103,,51.788996,+051.47.20,10.100402,+010.6.1,180,background,rural,rural,unknown,DE010A
DENI133,DENI133,Dep_Riddagshausen,19960930,,52.270742,+052.16.14,10.562809,+010.33.46,73,background,urban,urban,unknown,DE010A
DENI134,DENI134,Dep_Rodewald,19990729,,52.629625,+052.37.46,9.52487,+09.31.29,29,background,rural,rural,unknown,DE010A
DENI135,DENI135,Dep_Gorleben,19941229,,53.050497,+053.3.1,11.342323,+011.20.32,16,background,urban,urban,unknown,DE010A
DENI136,DENI136,Dep_Glissen,19951201,,52.645321,+052.38.43,9.080578,+09.4.50,64,background,rural,rural,unknown,DE010A
DENI137,DENI137,Dep_Bockheber,19960109,,53.103492,+053.6.12,9.867156,+09.52.1,87,background,rural,rural,unknown,DE010A
DENI138,DENI138,Dep_Reinhausen,19960617,,51.466386,+051.27.58,9.991884,+09.59.30,195,background,rural,rural,unknown,DE010A
DENI139,DENI139,Dep_Hohenzethen,19981230,,53.046466,+053.2.47,10.820486,+010.49.13,77,background,rural,rural,unknown,DE010A
DENI140,DENI140,Dep_Jühnde,20020530,,51.452887,+051.27.10,9.794728,+09.47.41,310,background,rural,rural,unknown,DE010A
DENI141,DENI141,Dep_Stapelermoor,20020529,,53.3451,+053.20.42,7.847793,+07.50.52,13,background,rural,rural,unknown,DE010A
DENI142,DENI142,Dep_Wingst,20020516,,53.747552,+053.44.51,9.062286,+09.3.44,15,background,rural,rural,unknown,DE010A
DENI143,DENI143,Oldenburg Heiligengeistwall,20120103,,53.142836,+053.8.34,8.212084,+08.12.43,8,traffic,urban,urban,unknown,DE010A
DENI149,DENI149,Hannover Bornumer Straße,20111229,,52.360803,+052.21.38,9.712341,+09.42.44,67,traffic,urban,urban,unknown,DE010A
DENI150,DENI150,Hannover Friedrich-Ebert-Straße,20111229,,52.347585,+052.20.51,9.718975,+09.43.8,58,traffic,urban,urban,unknown,DE010A
DENI151,DENI151,Hannover Kurt-Schumacher-Straße,20111229,,52.376901,+052.22.36,9.738463,+09.44.18,60,traffic,urban,urban,unknown,DE010A
DENI152,DENI152,Hannover Marienstraße,20111229,,52.369965,+052.22.11,9.754405,+09.45.15,59,traffic,urban,urban,unknown,DE010A
DENI153,DENI153,Hannover Vahrenwalder Straße,20111229,,52.392658,+052.23.33,9.734758,+09.44.5,58,traffic,urban,urban,unknown,DE010A
DENI154,DENI154,Sieden,20091101,,52.66786,+052.40.4,8.93213,+08.55.55,53,background,rural,rural,unknown,DE010A
DENI155,DENI155,Gristede,20091101,,53.21238,+053.12.44,8.05779,+08.3.28,16,background,rural,rural,unknown,DE010A
DENI156,DENI156,Hesedorf,20100601,,53.47265,+053.28.21,9.19668,+09.11.48,4,background,rural,rural,unknown,DE010A
DENI157,DENI157,Wolfsburg Heßlinger Straße,20130101,,52.427886,+052.25.40,10.793683,+010.47.37,61,traffic,suburban,suburban,unknown,DE010A
DENI158,DENI158,Wolfsburg Schillerstraße,20130101,,52.423966,+052.25.26,10.785937,+010.47.9,64,traffic,urban,urban,unknown,DE010A
DENI159,DENI159,Wolfsburg Siemensstraße,20130101,,52.416442,+052.24.59,10.787837,+010.47.16,73,traffic,urban,urban,unknown,DE010A
DENI160,DENI160,Braunschweig Hildesheimer Straße,20130101,,52.270462,+052.16.13,10.499984,+010.29.59,75,traffic,urban,urban,unknown,DE010A
DENI161,DENI161,Dep_Luess,20050101,,52.839,+052.50.20,10.266,+010.15.57,,background,rural,rural background,remote,DE010A
DENI162,DENI162,Dep_LangeBramkeSued,20050101,,51.856,+051.51.21,10.413,+010.24.46,,background,rural,rural background,remote,DE010A
DENI163,DENI163,Dep_LangeBramkeKamm,20050101,,51.86,+051.51.35,10.418,+010.25.4,,background,rural,rural background,remote,DE010A
DENI165,DENI165,Dep_SollingFichte,20050101,,51.765,+051.45.54,9.5797,+09.34.46,,background,rural,rural background,remote,DE010A
DENI166,DENI166,Dep_GoettingerWald,20050101,,51.528,+051.31.40,10.0417,+010.2.30,,background,rural,rural background,remote,DE010A
DENI167,DENI167,Dep_Augustendorf,20050101,,52.908,+052.54.28,7.8592,+07.51.33,,background,rural,rural background,remote,DE010A
DENI168,DENI168,Dep_Ehrhorn,20050101,,53.178,+053.10.40,9.9025,+09.54.8,,background,rural,rural background,remote,DE010A
DENW002,DENW002,Datteln-Hagem,19861201,,51.641383,+051.38.28,7.331405,+07.19.53,80,background,suburban,suburban,unknown,DE004A
DENW006,DENW006,Lünen-Niederaden,19810102,,51.592206,+051.35.31,7.569838,+07.34.11,58,background,suburban,suburban,unknown,DE004A
DENW008,DENW008,Dortmund-Eving,19881101,,51.536911,+051.32.12,7.457463,+07.27.26,75,background,urban,urban,unknown,DE004A
DENW010,DENW010,Unna-Königsborn,19861101,,51.547495,+051.32.50,7.693835,+07.41.37,72,background,suburban,suburban,unknown,DE004A
DENW012,DENW012,Witten-Annen,19801201,,51.444267,+051.26.39,7.358404,+07.21.30,105,traffic,suburban,suburban,unknown,DE004A
DENW015,DENW015,Marl-Sickingmühle,19810101,,51.69896,+051.41.56,7.122713,+07.7.21,42,background,suburban,suburban,unknown,DE004A
DENW021,DENW021,Bottrop-Welheim,19810801,,51.525963,+051.31.33,6.976908,+06.58.36,40,industrial,urban,urban,unknown,DE004A
DENW022,DENW022,Gelsenkirchen-Bismarck,19810801,,51.533646,+051.32.1,7.101786,+07.6.6,40,background,suburban,suburban,unknown,DE004A
DENW024,DENW024,Essen-Vogelheim,19851101,,51.496527,+051.29.47,6.981045,+06.58.51,47,background,urban,urban,unknown,DE004A
DENW029,DENW029,Hattingen-Blankenstein,19861101,,51.403005,+051.24.10,7.208572,+07.12.30,93,background,suburban,suburban,unknown,DE004A
DENW030,DENW030,Wesel-Feldmark,19861201,,51.672809,+051.40.22,6.629576,+06.37.46,25,background,suburban,suburban,unknown,DE004A
DENW034,DENW034,Duisburg-Walsum,19810102,,51.524022,+051.31.26,6.748402,+06.44.54,28,industrial,urban,urban,unknown,DE004A
DENW038,DENW038,Mülheim-Styrum,19790501,,51.45346,+051.27.12,6.865107,+06.51.54,37,background,urban,urban,unknown,DE004A
DENW040,DENW040,Duisburg-Buchholz,19790501,,51.385255,+051.23.6,6.763001,+06.45.46,30,background,suburban,suburban,unknown,DE004A
DENW042,DENW042,Krefeld-Linn,19830901,,51.337669,+051.20.15,6.640242,+06.38.24,32,background,urban,urban,unknown,DE004A
DENW043,DENW043,Essen-Ost Steeler Straße,19881201,,51.451177,+051.27.4,7.030603,+07.1.50,100,traffic,urban,urban,unknown,DE004A
DENW048,DENW048,Düsseldorf-Reisholz,19830901,,51.188824,+051.11.19,6.859222,+06.51.33,40,background,suburban,suburban,unknown,DE004A
DENW053,DENW053,Köln-Chorweiler,19810101,,51.019345,+051.1.9,6.884636,+06.53.4,45,background,urban,urban,unknown,DE004A
DENW058,DENW058,Hürth,19890101,,50.876121,+050.52.34,6.873789,+06.52.25,90,industrial,suburban,suburban,unknown,DE004A
DENW059,DENW059,Köln-Rodenkirchen,19801201,,50.889814,+050.53.23,6.985164,+06.59.6,45,background,suburban,suburban,unknown,DE004A
DENW062,DENW062,Bonn-Auerberg,19861201,,50.75364,+050.45.13,7.082676,+07.4.57,57,background,suburban,suburban,unknown,DE004A
DENW064,DENW064,Simmerath (Eifel),19830901,,50.653236,+050.39.11,6.281069,+06.16.51,572,background,rural,rural,regional,DE004A
DENW065,DENW065,Netphen (Rothaargebirge),19851201,,50.930328,+050.55.49,8.191932,+08.11.30,635,background,rural,rural,regional,DE004A
DENW066,DENW066,Nettetal-Kaldenkirchen,19871201,,51.326943,+051.19.36,6.195868,+06.11.45,49,background,rural,rural,near-city,DE004A
DENW067,DENW067,Bielefeld-Ost,19890301,,52.023169,+052.1.23,8.548389,+08.32.54,102,background,urban,urban,unknown,DE004A
DENW068,DENW068,Soest-Ost,19890301,,51.570662,+051.34.14,8.148061,+08.8.53,110,background,rural,rural,near-city,DE004A
DENW071,DENW071,Düsseldorf-Lörick,19830901,,51.249211,+051.14.57,6.732383,+06.43.56,32,background,urban,urban,unknown,DE004A
DENW074,DENW074,Niederzier,19910801,,50.883475,+050.53.0,6.469363,+06.28.9,105,industrial,rural,rural,unknown,DE004A
DENW078,DENW078,Ratingen-Tiefenbroich,19980423,,51.303919,+051.18.14,6.819967,+06.49.11,41,background,suburban,suburban,unknown,DE004A
DENW079,DENW079,Leverkusen-Manfort,19980423,,51.028879,+051.1.43,7.005063,+07.0.18,50,background,suburban,suburban,unknown,DE004A
DENW080,DENW080,Solingen-Wald,19980701,,51.183773,+051.11.1,7.052634,+07.3.9,207,background,suburban,suburban,unknown,DE004A
DENW081,DENW081,Borken-Gemen,19980911,,51.862,+051.51.43,6.874554,+06.52.28,45,background,rural,rural,near-city,DE004A
DENW082,DENW082,Düsseldorf Corneliusstraße,19970313,,51.21311,+051.12.47,6.782565,+06.46.57,37,traffic,urban,urban,unknown,DE004A
DENW094,DENW094,Aachen-Burtscheid,19990705,,50.754704,+050.45.16,6.093923,+06.5.38,205,background,urban,urban,unknown,DE004A
DENW095,DENW095,Münster-Geist,19991006,,51.936547,+051.56.11,7.611581,+07.36.41,63,background,urban,urban,unknown,DE004A
DENW096,DENW096,Mönchengladbach-Rheydt,19991109,,51.154614,+051.9.16,6.42571,+06.25.32,78,background,suburban,suburban,unknown,DE004A
DENW100,DENW100,Mönchengladbach Düsseldorfer Straße,20010625,,51.169967,+051.10.11,6.458842,+06.27.31,51,traffic,urban,urban,unknown,DE004A
DENW101,DENW101,Dortmund Steinstraße,20011201,,51.519639,+051.31.10,7.464347,+07.27.51,74,traffic,urban,urban,unknown,DE004A
DENW112,DENW112,Duisburg Kardinal-Galen-Straße,20020610,,51.437708,+051.26.15,6.771801,+06.46.18,34,traffic,urban,urban,unknown,DE004A
DENW114,DENW114,Wuppertal-Langerfeld,20021203,,51.277647,+051.16.39,7.231895,+07.13.54,186,background,urban,urban,unknown,DE004A
DENW115,DENW115,Krefeld-Stahldorf,20020401,,51.307612,+051.18.27,6.557419,+06.33.26,40,industrial,urban,urban,unknown,DE004A
DENW116,DENW116,Krefeld (Hafen),20021029,,51.342561,+051.20.33,6.670195,+06.40.12,30,industrial,suburban,suburban,unknown,DE004A
DENW117,DENW117,Bochum-Stahlhausen,20010103,,51.482542,+051.28.57,7.186095,+07.11.9,57,industrial,urban,urban,unknown,DE004A
DENW118,DENW118,Bottrop (Kokerei 1),20010101,,51.519007,+051.31.8,6.985347,+06.59.7,40,industrial,urban,urban,unknown,DE004A
DENW119,DENW119,Bottrop (Kokerei 2),20010101,,51.521084,+051.31.15,6.970218,+06.58.12,40,industrial,urban,urban,unknown,DE004A
DENW120,DENW120,Bottrop (Kokerei 3),20010101,,51.523736,+051.31.25,6.975549,+06.58.31,40,industrial,urban,urban,unknown,DE004A
DENW121,DENW121,Bottrop (Kokerei 4),20010101,,51.522655,+051.31.21,6.983379,+06.59.0,40,industrial,urban,urban,unknown,DE004A
DENW127,DENW127,Castrop-Rauxel (6),20020401,,51.575092,+051.34.30,7.295359,+07.17.43,58,industrial,suburban,suburban,unknown,DE004A
DENW131,DENW131,Duisburg Kiebitzmühlenstraße,20020920,,51.506217,+051.30.22,6.746857,+06.44.48,26,industrial,urban,urban,unknown,DE004A
DENW133,DENW133,Hagen Graf-von-Galen-Ring,20020829,,51.362829,+051.21.46,7.46353,+07.27.48,106,traffic,urban,urban,unknown,DE004A
DENW134,DENW134,Essen Gladbecker Straße,20031029,,51.477931,+051.28.40,7.005278,+07.0.19,55,traffic,urban,urban,unknown,DE004A
DENW136,DENW136,Dortmund Brackeler Straße,20031115,,51.523567,+051.31.24,7.483597,+07.29.0,76,traffic,urban,urban,unknown,DE004A
DENW137,DENW137,Hagen Wehringhauser Straße,20031215,,51.354904,+051.21.17,7.453887,+07.27.13,109,traffic,urban,urban,unknown,DE004A
DENW147,DENW147,Köln-Godorf,20050518,,50.849028,+050.50.56,6.975626,+06.58.32,54,industrial,urban,urban,unknown,DE004A
DENW148,DENW148,Köln Justinianstraße,20050506,,50.938542,+050.56.18,6.978026,+06.58.40,50,traffic,urban,urban,unknown,DE004A
DENW151,DENW151,Köln Neumarkt,20050506,,50.935545,+050.56.7,6.947953,+06.56.52,56,traffic,urban,urban,unknown,DE004A
