Produktbereich,PB_BEZ,Teilplan,PG_BEZ,Bezirk,Bezeichnung,Teilplanzeile,Ergebnis 2010,Plan 2011,Plan 2012,Plan 2013,Plan 2014,Plan 2015
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,06 - Kostenerstattungen und Umlagen,-587,0,-1050,-1050,-1050,-1050
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,07 - sonstige ordentliche Erträge,-3782,-3000,-3000,-3000,-3000,-3000
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,10 = ordentliche Erträge,-166820,-225741,-188616,-188616,-188616,-188616
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,11 - Personalaufwendungen,290892,313283,331529,363015,379322,392987
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,13 - Aufwendungen für Sach- und Dienstleistungen,294257,510500,347540,337540,337540,337540
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,14 - Bilanzielle Abschreibungen,65886,70805,68046,66114,65979,63574
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,16 - sonstige ordentl. Aufwendungen,62276,52140,76842,80676,80676,80676
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,17 = ordentliche Aufwendungen,713310,946728,823956,847345,863517,874777
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),546490,720988,635340,658729,674901,686161
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,22 = ordentliches Jahresergebnis (18 und 21),546490,720988,635340,658729,674901,686161
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),546490,720988,635340,658729,674901,686161
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),39412,41635,38803,38803,38803,38803
05,Soziale Hilfen,0507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren",8,Kalk,28 = Jahresergebnis,585902,762622,674143,697532,713704,724964
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,02 - Zuwendungen und allg. Umlagen,-6037791,-3007661,-4786447,-5064021,-5201926,-5215220
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,03 - sonstige Transfererträge,0,-49,-193,-193,-193,-193
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,04 - öffentl.rechtl. Leistungsentgelte,-1383892,-1663509,-1540104,-1633082,-1637866,-1644737
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,05 - privatrechtl. Leistungsentgelte,0,0,-15,-15,-15,-15
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,06 - Kostenerstattungen und Umlagen,-233007,-118103,-126697,-135291,-135450,-135450
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,07 - sonstige ordentliche Erträge,-16802,-2319,-3150,-3167,-3183,-3200
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,10 = ordentliche Erträge,-7671492,-4791641,-6456606,-6835769,-6978633,-6998815
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,11 - Personalaufwendungen,8806327,9970381,9770935,11347274,11792633,12199402
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,13 - Aufwendungen für Sach- und Dienstleistungen,795006,457363,753124,753870,754074,754074
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,14 - Bilanzielle Abschreibungen,99727,138350,295828,309556,312358,315215
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,15 - Transferaufwendungen,378121,0,0,0,0,0
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,16 - sonstige ordentl. Aufwendungen,4622378,2675240,2761122,2766405,2766916,2766826
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,17 = ordentliche Aufwendungen,14701558,13241334,13581008,15177105,15625981,16035518
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),7030066,8449693,7124402,8341336,8647348,9036703
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,22 = ordentliches Jahresergebnis (18 und 21),7030066,8449693,7124402,8341336,8647348,9036703
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),7030066,8449693,7124402,8341336,8647348,9036703
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),297053,318525,343163,368098,386296,399201
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,1,Innenstadt,28 = Jahresergebnis,7327120,8768219,7467566,8709434,9033643,9435904
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,02 - Zuwendungen und allg. Umlagen,-3843757,-3590463,-5402125,-5715524,-5871193,-5886141
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,03 - sonstige Transfererträge,0,-220,-217,-217,-217,-217
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,04 - öffentl.rechtl. Leistungsentgelte,-1517534,-1705595,-1578439,-1671029,-1676971,-1684885
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,05 - privatrechtl. Leistungsentgelte,0,0,-17,-17,-17,-17
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,06 - Kostenerstattungen und Umlagen,-934494,-682706,-732385,-782064,-782986,-782986
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,07 - sonstige ordentliche Erträge,-28175,-7349,-8270,-8289,-8306,-8326
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,10 = ordentliche Erträge,-6323961,-5986331,-7721453,-8177139,-8339690,-8362573
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,11 - Personalaufwendungen,9813871,11666877,11185848,13034712,13547484,14010450
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,13 - Aufwendungen für Sach- und Dienstleistungen,770106,587102,877713,878922,880221,879647
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,14 - Bilanzielle Abschreibungen,164541,245074,456122,478902,482485,486140
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,16 - sonstige ordentl. Aufwendungen,2341346,2582792,2602012,2608586,2607921,2607950
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,17 = ordentliche Aufwendungen,13089863,15081844,15121695,17001123,17518111,17984187
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),6765902,9095513,7400243,8823984,9178421,9621614
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,22 = ordentliches Jahresergebnis (18 und 21),6765902,9095513,7400243,8823984,9178421,9621614
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),6765902,9095513,7400243,8823984,9178421,9621614
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),350489,352869,358405,384434,403430,416902
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,2,Rodenkirchen,28 = Jahresergebnis,7116391,9448382,7758648,9208418,9581851,10038516
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,02 - Zuwendungen und allg. Umlagen,-4815826,-4830074,-6933237,-7335794,-7535658,-7554685
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,03 - sonstige Transfererträge,-72,-220,-278,-278,-278,-278
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,04 - öffentl.rechtl. Leistungsentgelte,-1927703,-2328791,-2070662,-2192906,-2200409,-2207995
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,05 - privatrechtl. Leistungsentgelte,0,0,-22,-22,-22,-22
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,06 - Kostenerstattungen und Umlagen,-925370,-681612,-731211,-780811,-781731,-781731
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,07 - sonstige ordentliche Erträge,-21304,-9861,-11070,-11094,-11116,-11142
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,10 = ordentliche Erträge,-7690276,-7850558,-9746481,-10320905,-10529215,-10555854
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,11 - Personalaufwendungen,11933258,13933092,13557410,15754078,16375341,16942819
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,13 - Aufwendungen für Sach- und Dienstleistungen,1006963,835317,1129425,1132570,1133489,1133489
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,14 - Bilanzielle Abschreibungen,187316,154637,415093,428884,433864,438942
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,16 - sonstige ordentl. Aufwendungen,2611218,2928401,2962702,2968838,2969583,2969643
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,17 = ordentliche Aufwendungen,15738754,17851448,18064630,20284371,20912276,21484893
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),8048479,10000890,8318149,9963466,10383061,10929039
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,22 = ordentliches Jahresergebnis (18 und 21),8048479,10000890,8318149,9963466,10383061,10929039
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),8048479,10000890,8318149,9963466,10383061,10929039
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),406104,412484,418957,449364,471555,487293
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,3,Lindenthal,28 = Jahresergebnis,8454583,10413374,8737106,10412830,10854616,11416331
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,02 - Zuwendungen und allg. Umlagen,-3744557,-3589322,-5488439,-5806923,-5965096,-5980246
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,03 - sonstige Transfererträge,0,-176,-222,-222,-222,-222
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,04 - öffentl.rechtl. Leistungsentgelte,-1518679,-1842061,-1706454,-1809669,-1814896,-1819350
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,05 - privatrechtl. Leistungsentgelte,0,0,-18,-18,-18,-18
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,06 - Kostenerstattungen und Umlagen,-554572,-410069,-439908,-469748,-470302,-470302
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,07 - sonstige ordentliche Erträge,-12373,-6655,-7578,-7598,-7616,-7636
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,10 = ordentliche Erträge,-5830182,-5848282,-7642619,-8094177,-8258149,-8277774
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,11 - Personalaufwendungen,10155598,11322654,11271423,13046617,13561788,14028483
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,13 - Aufwendungen für Sach- und Dienstleistungen,732850,604094,877517,879149,879966,879966
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,14 - Bilanzielle Abschreibungen,113399,181261,371929,388665,392051,395506
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,15 - Transferaufwendungen,0,-38144,0,0,0,0
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,16 - sonstige ordentl. Aufwendungen,2271316,2490239,2473490,2478178,2478771,2478771
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,17 = ordentliche Aufwendungen,13273163,14560104,14994359,16792609,17312576,17782727
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),7442981,8711822,7351740,8698432,9054427,9504953
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,22 = ordentliches Jahresergebnis (18 und 21),7442981,8711822,7351740,8698432,9054427,9504953
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),7442981,8711822,7351740,8698432,9054427,9504953
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),342663,345760,351576,377102,395732,408943
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,4,Ehrenfeld,28 = Jahresergebnis,7785644,9057582,7703317,9075534,9450159,9913896
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,02 - Zuwendungen und allg. Umlagen,-4225906,-4080757,-6053147,-6404516,-6578990,-6595643
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,03 - sonstige Transfererträge,0,-192,-243,-243,-243,-243
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,04 - öffentl.rechtl. Leistungsentgelte,-1685705,-1974508,-1781277,-1885516,-1892321,-1901029
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,05 - privatrechtl. Leistungsentgelte,0,0,-20,-20,-20,-20
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,06 - Kostenerstattungen und Umlagen,-565713,-413626,-443725,-473823,-474382,-474382
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,07 - sonstige ordentliche Erträge,-18590,-8989,-10021,-10040,-10060,-10083
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,10 = ordentliche Erträge,-6495913,-6478073,-8288432,-8774157,-8956015,-8981400
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,11 - Personalaufwendungen,11727732,13634791,13281286,15417403,16025064,16577024
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,13 - Aufwendungen für Sach- und Dienstleistungen,820307,675375,977723,976151,979865,979865
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,14 - Bilanzielle Abschreibungen,165337,183957,458170,474242,479424,484710
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,16 - sonstige ordentl. Aufwendungen,2587605,2890326,2793869,2799693,2800343,2800343
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,17 = ordentliche Aufwendungen,15300980,17384450,17511047,19667489,20284697,20841943
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),8805066,10906377,9222615,10893332,11328683,11860543
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,22 = ordentliches Jahresergebnis (18 und 21),8805066,10906377,9222615,10893332,11328683,11860543
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),8805066,10906377,9222615,10893332,11328683,11860543
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),389877,392702,387825,415983,436534,451108
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,5,Nippes,28 = Jahresergebnis,9194944,11299079,9610440,11309315,11765217,12311650
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,02 - Zuwendungen und allg. Umlagen,-5035926,-5172355,-7096584,-7508645,-7713223,-7732688
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,03 - sonstige Transfererträge,0,-374,-285,-285,-285,-285
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,04 - öffentl.rechtl. Leistungsentgelte,-1948549,-2388707,-2114225,-2240381,-2247519,-2253299
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,05 - privatrechtl. Leistungsentgelte,0,0,-23,-23,-23,-23
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,06 - Kostenerstattungen und Umlagen,-1234190,-880206,-944257,-1008308,-1009497,-1009497
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,07 - sonstige ordentliche Erträge,-25267,-9038,-10242,-10266,-10289,-10315
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,10 = ordentliche Erträge,-8243932,-8450679,-10165616,-10767908,-10980836,-11006108
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,11 - Personalaufwendungen,14289530,15955588,15846268,18318884,19041463,19701857
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,13 - Aufwendungen für Sach- und Dienstleistungen,1074091,890387,1188539,1192009,1193743,1193743
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,14 - Bilanzielle Abschreibungen,220638,298755,604605,631977,637390,642911
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,16 - sonstige ordentl. Aufwendungen,2617348,2786574,2825278,2831628,2832396,2832396
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,17 = ordentliche Aufwendungen,18201606,19931304,20464691,22974497,23704992,24370907
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),9957675,11480624,10299075,12206589,12724156,13364799
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,22 = ordentliches Jahresergebnis (18 und 21),9957675,11480624,10299075,12206589,12724156,13364799
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),9957675,11480624,10299075,12206589,12724156,13364799
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),455787,463317,467987,501973,526776,544366
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,6,Chorweiler,28 = Jahresergebnis,10413462,11943941,10767062,12708562,13250932,13909165
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,02 - Zuwendungen und allg. Umlagen,-5634012,-5412876,-7897201,-8355982,-8583690,-8605241
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,03 - sonstige Transfererträge,0,-247,-317,-317,-317,-317
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,04 - öffentl.rechtl. Leistungsentgelte,-2201929,-2563687,-2358294,-2498215,-2506486,-2513702
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,05 - privatrechtl. Leistungsentgelte,0,0,-25,-25,-25,-25
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,06 - Kostenerstattungen und Umlagen,-614860,-372924,-400060,-427197,-427701,-427701
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,07 - sonstige ordentliche Erträge,-36172,-12405,-13758,-13787,-13814,-13841
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,10 = ordentliche Erträge,-8486973,-8362139,-10669656,-11295524,-11532034,-11560827
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,11 - Personalaufwendungen,13938631,16303355,15810982,18283700,19006307,19662557
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,13 - Aufwendungen für Sach- und Dienstleistungen,1075858,901697,1277092,1279336,1280459,1280459
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,14 - Bilanzielle Abschreibungen,205502,306748,593023,621348,626309,631368
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,16 - sonstige ordentl. Aufwendungen,3285102,3370487,3460274,3466809,3467554,3467554
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,17 = ordentliche Aufwendungen,18505093,20882287,21141370,23651192,24380628,25041938
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),10018120,12520148,10471714,12355669,12848595,13481111
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,22 = ordentliches Jahresergebnis (18 und 21),10018120,12520148,10471714,12355669,12848595,13481111
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),10018120,12520148,10471714,12355669,12848595,13481111
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),476626,480856,487766,523171,549010,567335
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,7,Porz,28 = Jahresergebnis,10494745,13001004,10959479,12878839,13397605,14048446
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,02 - Zuwendungen und allg. Umlagen,-6054882,-5662649,-8900694,-9417929,-9674607,-9698823
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,03 - sonstige Transfererträge,0,-319,-358,-358,-358,-358
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,04 - öffentl.rechtl. Leistungsentgelte,-2391794,-2697069,-2661003,-2818105,-2827733,-2841386
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,05 - privatrechtl. Leistungsentgelte,0,0,-29,-29,-29,-29
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,06 - Kostenerstattungen und Umlagen,-1120507,-774336,-830683,-887030,-888076,-888076
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,07 - sonstige ordentliche Erträge,-41358,-7108,-8634,-8664,-8695,-8727
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,10 = ordentliche Erträge,-9608542,-9141481,-12401400,-13132114,-13399497,-13437398
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,11 - Personalaufwendungen,16382046,19072322,18564630,21557518,22404953,23175031
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,13 - Aufwendungen für Sach- und Dienstleistungen,1262028,938412,1425363,1427812,1429037,1428527
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,14 - Bilanzielle Abschreibungen,218589,278253,600991,627903,633690,639595
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,16 - sonstige ordentl. Aufwendungen,3883108,3630848,3939201,3947274,3723231,3723485
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,17 = ordentliche Aufwendungen,21745771,23919835,24530186,27560508,28190911,28966637
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),12137229,14778354,12128786,14428394,14791413,15529239
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,22 = ordentliches Jahresergebnis (18 und 21),12137229,14778354,12128786,14428394,14791413,15529239
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),12137229,14778354,12128786,14428394,14791413,15529239
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),543149,570421,579628,621718,652437,674221
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,8,Kalk,28 = Jahresergebnis,12680378,15348775,12708414,15050112,15443850,16203460
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,9,Mühlheim,02 - Zuwendungen und allg. Umlagen,-6839053,-6587731,-9591696,-10149141,-10425759,-10451829
06,"Kinder-, Jugend- und Familienhilfe",0603,Kindertagesbetreuung,9,Mühlheim,03 - sonstige Transfererträge,-189,-703,-388,-388,-388,-388
