Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;14 - Bilanzielle Abschreibungen;13942;18642;10948;7077;6329;6214
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;15 - Transferaufwendungen;7544610;6339446;6285117;5578767;5563767;5563767
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;16 - sonstige ordentl. Aufwendungen;740932;390172;392827;392827;392827;392827
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;17 = ordentliche Aufwendungen;9953441;8104456;8525471;8053064;7989088;8080801
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-9764002;-7904780;-8450071;-7977664;-7913688;-8005401
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;19 - Finanzerträge;0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;22 = ordentliches Jahresergebnis (18 und 21);-9764002;-7904780;-8450071;-7977664;-7913688;-8005401
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;23 - außerordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-9764002;-7904780;-8450071;-7977664;-7913688;-8005401
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);76330;78186;130214;130214;130214;130214
05;Soziale Hilfen;0504;Freiwillige Sozialleistungen und interkulturelle Hilfen;28 = Jahresergebnis;-9840332;-7982965;-8580285;-8107877;-8043901;-8135615
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;03 - sonstige Transfererträge;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;05 - privatrechtl. Leistungsentgelte;748;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;06 - Kostenerstattungen und Umlagen;2029817;1927500;2322273;2322273;2322273;2322273
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;07 - sonstige ordentliche Erträge;1044;167247;167247;167247;167247;167247
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;09 - Bestandsveränderungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;10 = ordentliche Erträge;2031610;2094747;2489520;2489520;2489520;2489520
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;11 - Personalaufwendungen;742934;409983;1282721;1404982;1488615;1566345
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;12 - Versorgungsaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;13 - Aufwendungen für Sach- und Dienstleistungen;1832404;1908056;1937174;1967174;1967174;1967174
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;14 - Bilanzielle Abschreibungen;2093;442;442;13942;13942;13942
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;15 - Transferaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;16 - sonstige ordentl. Aufwendungen;305005;314554;544595;502095;502095;502095
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;17 = ordentliche Aufwendungen;2882436;2633035;3764932;3888193;3971826;4049556
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-850826;-538289;-1275412;-1398673;-1482306;-1560036
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;19 - Finanzerträge;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;22 = ordentliches Jahresergebnis (18 und 21);-850826;-538289;-1275412;-1398673;-1482306;-1560036
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;23 - außerordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-850826;-538289;-1275412;-1398673;-1482306;-1560036
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;67539;75768;75768;75768
05;Soziale Hilfen;0505;Leistungen n. d. Schwerbehindertenrecht - SGB IX;28 = Jahresergebnis;-850826;-538289;-1342950;-1474441;-1558074;-1635803
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;02 - Zuwendungen und allg. Umlagen;291340;240000;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;03 - sonstige Transfererträge;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;07 - sonstige ordentliche Erträge;8909;300;300;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;09 - Bestandsveränderungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;10 = ordentliche Erträge;300249;240300;300;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;11 - Personalaufwendungen;1161370;1283451;956881;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;12 - Versorgungsaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;13 - Aufwendungen für Sach- und Dienstleistungen;7021;13320;10020;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;14 - Bilanzielle Abschreibungen;4084;3868;2700;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;15 - Transferaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;16 - sonstige ordentl. Aufwendungen;371072;406426;383060;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;17 = ordentliche Aufwendungen;1543548;1707065;1352661;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1243298;-1466765;-1352361;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;19 - Finanzerträge;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;22 = ordentliches Jahresergebnis (18 und 21);-1243298;-1466765;-1352361;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;23 - außerordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-1243298;-1466765;-1352361;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);19120;20220;19046;0;0;0
05;Soziale Hilfen;0506;Leistungen nach dem Lastenausgleichsgesetz;28 = Jahresergebnis;-1262419;-1486986;-1371407;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;02 - Zuwendungen und allg. Umlagen;953803;928812;911712;856547;856547;856523
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;03 - sonstige Transfererträge;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;05 - privatrechtl. Leistungsentgelte;907458;960381;943970;943970;943970;943970
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;06 - Kostenerstattungen und Umlagen;77936;59196;67246;67246;67246;67246
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;07 - sonstige ordentliche Erträge;164877;133908;141904;141904;141904;141904
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;09 - Bestandsveränderungen;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;10 = ordentliche Erträge;2104074;2082297;2064832;2009667;2009667;2009644
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;11 - Personalaufwendungen;2658297;2605379;2862760;3150445;3287965;3398559
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;12 - Versorgungsaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;13 - Aufwendungen für Sach- und Dienstleistungen;2220856;1989824;2844802;1787174;1787174;1787174
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;14 - Bilanzielle Abschreibungen;1061632;1127620;1092484;1021461;1020565;1018547
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;15 - Transferaufwendungen;2038138;1973881;2039153;2035130;1998730;1998730
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;16 - sonstige ordentl. Aufwendungen;752741;368935;296601;308084;308084;308084
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;17 = ordentliche Aufwendungen;8731665;8065640;9135800;8302294;8402518;8511094
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-6627591;-5983343;-7070967;-6292627;-6392850;-6501450
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;19 - Finanzerträge;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;20 - Zinsen und sonst. Finanzaufwendungen;65318;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;21 = Finanzergebnis (19 und 20);-65318;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;22 = ordentliches Jahresergebnis (18 und 21);-6692909;-5983343;-7070967;-6292627;-6392850;-6501450
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;23 - außerordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-6692909;-5983343;-7070967;-6292627;-6392850;-6501450
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);293397;279361;303730;303730;303730;303730
05;Soziale Hilfen;0507;Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren;28 = Jahresergebnis;-6986306;-6262704;-7374697;-6596356;-6696580;-6805180
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;03 - sonstige Transfererträge;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;06 - Kostenerstattungen und Umlagen;0;0;20721000;20808120;20808120;20808120
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;07 - sonstige ordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;09 - Bestandsveränderungen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;10 = ordentliche Erträge;0;0;20721000;20808120;20808120;20808120
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;11 - Personalaufwendungen;0;0;1309100;1309100;1309100;1309100
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;12 - Versorgungsaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;13 - Aufwendungen für Sach- und Dienstleistungen;0;0;2385000;2385000;2385000;2385000
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;14 - Bilanzielle Abschreibungen;0;0;27633;32267;31033;33033
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;15 - Transferaufwendungen;0;0;4671790;4727850;4721650;4736650
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;16 - sonstige ordentl. Aufwendungen;0;0;12911577;12945003;12953437;12936437
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;17 = ordentliche Aufwendungen;0;0;21305100;21399220;21400220;21400220
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);0;0;-584100;-591100;-592100;-592100
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;19 - Finanzerträge;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;22 = ordentliches Jahresergebnis (18 und 21);0;0;-584100;-591100;-592100;-592100
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;23 - außerordentliche Erträge;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);0;0;-584100;-591100;-592100;-592100
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
05;Soziale Hilfen;0508;Leistungen für Bildung und Teilhabe;28 = Jahresergebnis;0;0;-584100;-591100;-592100;-592100
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;02 - Zuwendungen und allg. Umlagen;70573;28214;43278;42564;42564;42564
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;03 - sonstige Transfererträge;121624;51100;108700;108700;108700;108700
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;04 - öffentl.rechtl. Leistungsentgelte;16081034;16799800;15462625;15462625;15462625;15462625
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;05 - privatrechtl. Leistungsentgelte;143212;46700;48000;48000;48000;48000
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;06 - Kostenerstattungen und Umlagen;42605;31400;26900;26900;26900;26900
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;07 - sonstige ordentliche Erträge;5869989;61100;61700;61700;61700;61700
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;10 = ordentliche Erträge;22329037;17018314;15751203;15750489;15750489;15750489
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;11 - Personalaufwendungen;14349780;12857764;14234394;15706414;16336039;16813736
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;13 - Aufwendungen für Sach- und Dienstleistungen;6181655;3882109;4522328;3561136;3561136;3561136
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;14 - Bilanzielle Abschreibungen;392576;390216;672087;649812;649812;649812
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;15 - Transferaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;16 - sonstige ordentl. Aufwendungen;620919;996105;1187391;1187191;1187191;1187191
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;17 = ordentliche Aufwendungen;21544931;18126194;20616200;21104553;21734178;22211874
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);784106;-1107880;-4864997;-5354064;-5983689;-6461385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;22 = ordentliches Jahresergebnis (18 und 21);784106;-1107880;-4864997;-5354064;-5983689;-6461385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);784106;-1107880;-4864997;-5354064;-5983689;-6461385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);165521;92040;180049;180049;180049;180049
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;28 = Jahresergebnis;618586;-1199919;-5045046;-5534113;-6163738;-6641434
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;03 - sonstige Transfererträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;05 - privatrechtl. Leistungsentgelte;97;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;06 - Kostenerstattungen und Umlagen;262263;206400;494728;494728;494728;494728
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;07 - sonstige ordentliche Erträge;1190;79442;80542;80542;80542;80542
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;10 = ordentliche Erträge;263550;285842;575270;575270;575270;575270
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;11 - Personalaufwendungen;477083;298203;538176;594337;640585;685844
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;13 - Aufwendungen für Sach- und Dienstleistungen;6626;16620;17400;17400;17400;17400
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;14 - Bilanzielle Abschreibungen;1954;1421;1421;7421;7421;7421
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;15 - Transferaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;16 - sonstige ordentl. Aufwendungen;195316;212831;242051;222051;222051;222051
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;17 = ordentliche Aufwendungen;680979;529075;799048;841209;887457;932716
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-417429;-243233;-223778;-265939;-312187;-357446
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;19 - Finanzerträge;0;0;0;0;0;0
