Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;17 = ordentliche Aufwendungen;21.544.931;18.126.194;20.616.200;21.104.553;21.734.178;22.211.874
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);784.106;-1.107.880;-4.864.997;-5.354.064;-5.983.689;-6.461.385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;22 = ordentliches Jahresergebnis (18 und 21);784.106;-1.107.880;-4.864.997;-5.354.064;-5.983.689;-6.461.385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);784.106;-1.107.880;-4.864.997;-5.354.064;-5.983.689;-6.461.385
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);165.521;92.040;180.049;180.049;180.049;180.049
06;Kinder-, Jugend- und Familienhilfe;0601;Kinder- und jugendpädagogische Einrichtung;28 = Jahresergebnis;618.586;-1.199.919;-5.045.046;-5.534.113;-6.163.738;-6.641.434
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;03 - sonstige Transfererträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;05 - privatrechtl. Leistungsentgelte;97;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;06 - Kostenerstattungen und Umlagen;262.263;206.400;494.728;494.728;494.728;494.728
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;07 - sonstige ordentliche Erträge;1.190;79.442;80.542;80.542;80.542;80.542
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;10 = ordentliche Erträge;263.550;285.842;575.270;575.270;575.270;575.270
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;11 - Personalaufwendungen;477.083;298.203;538.176;594.337;640.585;685.844
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;13 - Aufwendungen für Sach- und Dienstleistungen;6.626;16.620;17.400;17.400;17.400;17.400
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;14 - Bilanzielle Abschreibungen;1.954;1.421;1.421;7.421;7.421;7.421
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;15 - Transferaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;16 - sonstige ordentl. Aufwendungen;195.316;212.831;242.051;222.051;222.051;222.051
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;17 = ordentliche Aufwendungen;680.979;529.075;799.048;841.209;887.457;932.716
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-417.429;-243.233;-223.778;-265.939;-312.187;-357.446
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;22 = ordentliches Jahresergebnis (18 und 21);-417.429;-243.233;-223.778;-265.939;-312.187;-357.446
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-417.429;-243.233;-223.778;-265.939;-312.187;-357.446
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0602;Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz;28 = Jahresergebnis;-417.429;-243.233;-223.778;-265.939;-312.187;-357.446
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;02 - Zuwendungen und allg. Umlagen;97.573.225;97.337.986;131.883.614;140.231.453;143.775.770;142.799.559
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;03 - sonstige Transfererträge;1.077.668;362.700;252.700;252.700;252.700;252.700
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;04 - öffentl.rechtl. Leistungsentgelte;31.826.830;37.633.300;35.344.804;38.918.926;40.012.752;40.012.752
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;05 - privatrechtl. Leistungsentgelte;1.093.987;978.200;978.200;978.200;978.200;978.200
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;06 - Kostenerstattungen und Umlagen;9.017.738;5.626.100;6.035.500;6.444.900;6.452.500;6.452.500
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;07 - sonstige ordentliche Erträge;1.087.988;565.453;4.542.940;4.632.059;4.722.960;4.815.679
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;10 = ordentliche Erträge;141.677.435;142.503.739;179.037.758;191.458.238;196.194.882;195.311.390
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;11 - Personalaufwendungen;123.965.406;140.512.507;140.169.378;161.835.667;168.245.820;172.876.020
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;13 - Aufwendungen für Sach- und Dienstleistungen;10.349.978;8.383.311;11.881.600;11.976.824;11.990.307;11.673.723
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;14 - Bilanzielle Abschreibungen;2.696.808;3.124.690;5.476.265;5.689.259;5.752.676;5.817.363
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;15 - Transferaufwendungen;129.106.989;141.740.094;172.086.967;188.090.622;198.277.387;200.746.668
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;16 - sonstige ordentl. Aufwendungen;32.018.297;29.294.665;33.685.625;33.666.674;33.344.798;33.429.590
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;17 = ordentliche Aufwendungen;298.137.478;323.055.267;363.299.834;401.259.046;417.610.987;424.543.363
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-156.460.043;-180.551.527;-184.262.077;-209.800.809;-221.416.105;-229.231.972
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;22 = ordentliches Jahresergebnis (18 und 21);-156.460.043;-180.551.527;-184.262.077;-209.800.809;-221.416.105;-229.231.972
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-156.460.043;-180.551.527;-184.262.077;-209.800.809;-221.416.105;-229.231.972
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);4.192.187;4.182.636;4.365.212;4.658.095;4.871.851;5.023.436
06;Kinder-, Jugend- und Familienhilfe;0603;Kindertagesbetreuung;28 = Jahresergebnis;-160.652.230;-184.734.163;-188.627.288;-214.458.904;-226.287.957;-234.255.408
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;02 - Zuwendungen und allg. Umlagen;2.175.529;2.034.060;2.098.339;2.042.235;2.042.638;2.043.050
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;03 - sonstige Transfererträge;681.954;252.400;388.333;444.833;444.833;444.833
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;05 - privatrechtl. Leistungsentgelte;49.316;50.100;50.100;50.100;50.100;50.100
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;06 - Kostenerstattungen und Umlagen;36;0;8.217.734;8.254.960;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;07 - sonstige ordentliche Erträge;264.789;300;300;300;300;300
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;10 = ordentliche Erträge;3.171.623;2.336.860;10.754.807;10.792.428;2.537.872;2.538.283
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;11 - Personalaufwendungen;5.434.639;5.420.166;7.323.655;8.073.036;6.706.497;6.969.733
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;13 - Aufwendungen für Sach- und Dienstleistungen;473.321;332.580;484.018;484.018;440.013;440.013
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;14 - Bilanzielle Abschreibungen;591.507;535.022;535.430;546.414;548.249;559.113
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;15 - Transferaufwendungen;22.924.820;23.491.927;27.950.281;27.526.031;23.466.305;23.466.305
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;16 - sonstige ordentl. Aufwendungen;928.918;542.790;945.976;947.794;890.408;892.299
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;17 = ordentliche Aufwendungen;30.353.205;30.322.486;37.239.360;37.577.293;32.051.472;32.327.463
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-27.181.583;-27.985.626;-26.484.553;-26.784.865;-29.513.600;-29.789.180
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;22 = ordentliches Jahresergebnis (18 und 21);-27.181.583;-27.985.626;-26.484.553;-26.784.865;-29.513.600;-29.789.180
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-27.181.583;-27.985.626;-26.484.553;-26.784.865;-29.513.600;-29.789.180
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);205.729;159.066;224.294;224.294;224.294;224.294
06;Kinder-, Jugend- und Familienhilfe;0604;Kinder- und Jugendarbeit;28 = Jahresergebnis;-27.387.311;-28.144.692;-26.708.847;-27.009.159;-29.737.894;-30.013.473
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;02 - Zuwendungen und allg. Umlagen;311.319;329.100;294.400;294.400;294.400;294.400
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;03 - sonstige Transfererträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;05 - privatrechtl. Leistungsentgelte;31.256;43.100;73.350;73.350;73.350;73.350
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;06 - Kostenerstattungen und Umlagen;4.804;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;07 - sonstige ordentliche Erträge;21.789;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;10 = ordentliche Erträge;369.168;372.200;367.750;367.750;367.750;367.750
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;11 - Personalaufwendungen;3.789.573;4.018.387;3.604.022;3.974.240;4.279.080;4.406.705
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;13 - Aufwendungen für Sach- und Dienstleistungen;152.594;158.075;142.640;142.640;142.640;142.640
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;14 - Bilanzielle Abschreibungen;35.290;43.212;43.212;43.212;43.212;43.212
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;15 - Transferaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;16 - sonstige ordentl. Aufwendungen;607.779;706.271;664.085;664.085;664.085;664.085
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;17 = ordentliche Aufwendungen;4.585.236;4.925.945;4.453.959;4.824.177;5.129.016;5.256.642
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-4.216.067;-4.553.745;-4.086.209;-4.456.427;-4.761.266;-4.888.892
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;22 = ordentliches Jahresergebnis (18 und 21);-4.216.067;-4.553.745;-4.086.209;-4.456.427;-4.761.266;-4.888.892
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-4.216.067;-4.553.745;-4.086.209;-4.456.427;-4.761.266;-4.888.892
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);117.272;73.946;125.252;125.252;125.252;125.252
06;Kinder-, Jugend- und Familienhilfe;0605;familienbezogene Beratung und Behandlung;28 = Jahresergebnis;-4.333.340;-4.627.691;-4.211.461;-4.581.678;-4.886.518;-5.014.144
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;02 - Zuwendungen und allg. Umlagen;336.051;242.800;242.800;242.800;242.800;242.800
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;03 - sonstige Transfererträge;13.788.313;13.496.571;14.276.502;15.812.031;16.233.473;17.621.090
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;04 - öffentl.rechtl. Leistungsentgelte;76.899;147.300;147.300;147.300;147.300;147.300
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;05 - privatrechtl. Leistungsentgelte;4.038;600;600;600;600;600
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;06 - Kostenerstattungen und Umlagen;26.604;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;07 - sonstige ordentliche Erträge;50.948;30.165;30.165;30.165;30.165;30.165
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;09 - Bestandsveränderungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;10 = ordentliche Erträge;14.282.854;13.917.436;14.697.367;16.232.896;16.654.338;18.041.955
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;11 - Personalaufwendungen;32.403.129;32.742.385;34.438.584;38.339.901;40.191.352;41.757.931
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;12 - Versorgungsaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;13 - Aufwendungen für Sach- und Dienstleistungen;240.936;653.159;436.558;450.113;450.113;450.113
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;14 - Bilanzielle Abschreibungen;253.422;162.926;211.011;215.232;219.537;223.928
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;15 - Transferaufwendungen;133.469.204;136.386.595;157.381.740;163.946.470;169.146.570;175.739.351
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;16 - sonstige ordentl. Aufwendungen;4.731.321;4.267.933;4.653.180;4.653.180;4.653.180;4.653.180
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;17 = ordentliche Aufwendungen;171.098.012;174.212.998;197.121.073;207.604.895;214.660.752;222.824.502
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-156.815.158;-160.295.561;-182.423.705;-191.371.999;-198.006.414;-204.782.547
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;19 - Finanzerträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;22 = ordentliches Jahresergebnis (18 und 21);-156.815.158;-160.295.561;-182.423.705;-191.371.999;-198.006.414;-204.782.547
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;23 - außerordentliche Erträge;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-156.815.158;-160.295.561;-182.423.705;-191.371.999;-198.006.414;-204.782.547
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);1.381.622;1.091.424;1.583.966;1.583.966;1.583.966;1.583.966
06;Kinder-, Jugend- und Familienhilfe;0606;Hilfe für junge Menschen und ihre Familien;28 = Jahresergebnis;-158.196.780;-161.386.986;-184.007.672;-192.955.965;-199.590.380;-206.366.513
07;Gesundheitsdienste;0701;Gesundheitsdienste ;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
07;Gesundheitsdienste;0701;Gesundheitsdienste ;02 - Zuwendungen und allg. Umlagen;1.612.935;1.763.443;1.710.443;1.701.693;1.675.443;1.675.443
07;Gesundheitsdienste;0701;Gesundheitsdienste ;03 - sonstige Transfererträge;233.668;255.600;255.600;255.600;255.600;255.600
07;Gesundheitsdienste;0701;Gesundheitsdienste ;04 - öffentl.rechtl. Leistungsentgelte;1.132.345;2.845.435;2.332.935;2.332.935;2.332.935;2.332.935
07;Gesundheitsdienste;0701;Gesundheitsdienste ;05 - privatrechtl. Leistungsentgelte;11.936;164.600;179.000;179.000;179.000;179.000
07;Gesundheitsdienste;0701;Gesundheitsdienste ;06 - Kostenerstattungen und Umlagen;7.362;0;70.000;70.000;70.000;70.000
07;Gesundheitsdienste;0701;Gesundheitsdienste ;07 - sonstige ordentliche Erträge;360.973;24.200;30.950;44.450;44.450;44.450
07;Gesundheitsdienste;0701;Gesundheitsdienste ;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
07;Gesundheitsdienste;0701;Gesundheitsdienste ;09 - Bestandsveränderungen;0;0;0;0;0;0
07;Gesundheitsdienste;0701;Gesundheitsdienste ;10 = ordentliche Erträge;3.359.219;5.053.278;4.578.928;4.583.678;4.557.428;4.557.428
07;Gesundheitsdienste;0701;Gesundheitsdienste ;11 - Personalaufwendungen;14.095.950;14.126.892;14.493.463;15.971.638;16.699.374;17.293.947
